,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
1350,3,1,6,30.8623,74.929006,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
1351,3,1,2,30.8623,74.929006,Armed Assault,14,Private Citizens & Property,5,Firearms
1352,3,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1353,3,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1354,3,1,3,30.733315,76.779418,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1355,3,1,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
1356,3,1,1,33.592696999999994,75.165839,Assassination,14,Private Citizens & Property,5,Firearms
1357,3,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),2,Government (General),9,Melee
1358,3,1,1,,,Assassination,22,Violent Political Party,5,Firearms
1359,3,1,1,34.083658,74.797368,Assassination,3,Police,5,Firearms
1360,3,1,1,33.733336,75.148983,Assassination,2,Government (General),5,Firearms
1361,3,1,1,34.083658,74.797368,Assassination,1,Business,5,Firearms
1362,3,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1363,3,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1364,3,1,2,31.962868,75.013165,Armed Assault,3,Police,5,Firearms
1365,4,1,3,17.973356,79.59996,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1366,4,1,3,26.844439,80.355823,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1367,4,1,3,,,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1368,4,1,1,31.740568,74.688345,Assassination,19,Transportation,5,Firearms
1369,4,1,3,31.8186,75.2028,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1370,4,1,3,29.390946000000003,76.963502,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1371,4,1,2,34.083658,74.797368,Armed Assault,3,Police,5,Firearms
1372,4,1,1,34.083658,74.797368,Assassination,1,Business,5,Firearms
1373,4,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1374,4,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),8,Educational Institution,5,Firearms
1375,4,1,1,26.200605,92.937574,Assassination,1,Business,5,Firearms
1376,4,1,3,28.632381,77.220004,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1377,4,1,3,28.632381,77.220004,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1378,4,1,3,28.632381,77.220004,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1379,4,1,3,19.075984,72.877656,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1380,4,1,3,26.200605,92.937574,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1381,4,1,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1382,4,1,3,30.884444,77.9325,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1383,4,1,3,26.496451,90.701555,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1384,4,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1385,4,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1386,4,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1387,4,1,3,31.366102,76.337213,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1388,4,1,3,31.366102,76.337213,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1389,4,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1390,4,1,7,28.632381,77.220004,Facility/Infrastructure Attack,3,Police,8,Incendiary
1391,4,1,1,34.083658,74.797368,Assassination,3,Police,5,Firearms
1392,4,0,3,27.492413,77.673673,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1393,4,1,2,33.733336,75.148983,Armed Assault,4,Military,5,Firearms
1394,4,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1395,4,1,1,33.778175,76.576171,Assassination,2,Government (General),13,Unknown
1396,4,1,3,32.264338,75.642112,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1397,4,1,2,,,Armed Assault,3,Police,5,Firearms
1398,4,1,1,24.010833,79.71,Assassination,14,Private Citizens & Property,5,Firearms
1399,4,1,1,23.008141,70.18725500000001,Assassination,14,Private Citizens & Property,5,Firearms
1400,4,1,3,22.572646,88.363895,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1401,4,1,2,31.8186,75.2028,Armed Assault,13,Other,5,Firearms
1402,4,1,2,29.534192,73.447681,Armed Assault,4,Military,5,Firearms
1403,4,1,1,33.778175,76.576171,Assassination,14,Private Citizens & Property,5,Firearms
1404,4,1,1,33.778175,76.576171,Assassination,14,Private Citizens & Property,5,Firearms
1405,4,1,1,33.778175,76.576171,Assassination,14,Private Citizens & Property,5,Firearms
1406,4,1,1,33.778175,76.576171,Assassination,14,Private Citizens & Property,5,Firearms
1407,4,0,3,31.633979,74.872264,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1408,4,1,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1409,4,1,2,31.8186,75.2028,Armed Assault,4,Military,5,Firearms
1410,4,1,9,26.93474,77.306595,Unknown,4,Military,13,Unknown
1411,4,1,3,31.633979,74.872264,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1412,4,1,3,31.633979,74.872264,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1413,4,1,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1414,5,1,1,31.147131,75.34121800000001,Assassination,22,Violent Political Party,5,Firearms
1415,5,1,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
1416,5,1,1,33.733336,75.148983,Assassination,14,Private Citizens & Property,5,Firearms
1417,5,1,1,32.040763,75.401886,Assassination,14,Private Citizens & Property,5,Firearms
1418,5,1,2,34.083658,74.797368,Armed Assault,4,Military,5,Firearms
1419,5,1,2,34.083658,74.797368,Armed Assault,4,Military,5,Firearms
1420,5,1,1,31.326015,75.576183,Assassination,14,Private Citizens & Property,5,Firearms
1421,5,1,1,30.475,74.515,Assassination,14,Private Citizens & Property,5,Firearms
1422,5,1,1,31.633979,74.872264,Assassination,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
1423,5,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1424,5,1,1,34.205141,74.34949399999998,Assassination,14,Private Citizens & Property,5,Firearms
1425,5,0,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1426,5,1,3,31.633979,74.872264,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1427,5,1,1,33.871517,74.89955,Assassination,8,Educational Institution,5,Firearms
1428,5,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1429,5,1,1,24.753889,80.83111099999998,Assassination,2,Government (General),5,Firearms
1430,5,1,2,23.026881,75.36927299999998,Armed Assault,14,Private Citizens & Property,5,Firearms
1431,5,1,1,31.633979,74.872264,Assassination,2,Government (General),13,Unknown
1432,5,1,3,33.733336,75.148983,Bombing/Explosion,3,Police,5,Firearms
1433,5,1,1,34.083658,74.797368,Assassination,15,Religious Figures/Institutions,5,Firearms
1434,5,1,2,31.008793,75.005364,Armed Assault,14,Private Citizens & Property,5,Firearms
1435,6,1,3,30.34,76.38,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1436,6,1,3,30.34,76.38,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1437,6,1,2,31.268888,75.70153,Armed Assault,3,Police,5,Firearms
1438,6,1,2,30.954424,74.612085,Armed Assault,4,Military,5,Firearms
1439,6,1,1,30.210994,74.945474,Assassination,3,Police,5,Firearms
1440,6,1,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,5,Firearms
1441,6,1,1,,,Assassination,14,Private Citizens & Property,5,Firearms
1442,6,1,1,30.733315,76.779418,Assassination,3,Police,5,Firearms
1443,6,1,3,26.140833,91.790833,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1444,6,1,2,,,Armed Assault,3,Police,5,Firearms
1445,6,1,3,31.8186,75.2028,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1446,6,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,5,Firearms
1447,6,0,3,31.633979,74.872264,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1448,6,1,1,33.792909,75.10390699999998,Assassination,2,Government (General),5,Firearms
1449,6,1,2,19.95,79.3,Armed Assault,14,Private Citizens & Property,5,Firearms
1450,6,1,2,22.600556,74.767222,Armed Assault,1,Business,5,Firearms
1451,6,1,2,30.591326,74.612227,Armed Assault,1,Business,5,Firearms
1452,6,1,2,19.893922,76.297146,Armed Assault,3,Police,5,Firearms
1453,6,1,2,31.965556,75.627222,Armed Assault,3,Police,5,Firearms
1454,6,1,1,31.633979,74.872264,Assassination,3,Police,5,Firearms
1455,6,1,1,31.633979,74.872264,Assassination,3,Police,5,Firearms
1456,6,1,3,26.329008,91.005433,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1457,6,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),3,Police,5,Firearms
1458,6,1,3,28.219620000000006,77.941739,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1459,6,1,2,34.016075,75.31498,Armed Assault,3,Police,5,Firearms
1460,6,1,2,34.083658,74.797368,Armed Assault,4,Military,5,Firearms
1461,6,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1462,6,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1463,6,1,2,34.083658,74.797368,Armed Assault,3,Police,5,Firearms
1464,6,1,3,26.200605,92.937574,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1465,6,1,2,13.08268,80.270718,Armed Assault,22,Violent Political Party,5,Firearms
1466,6,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1467,6,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1468,6,1,1,33.724008000000005,75.017854,Assassination,14,Private Citizens & Property,5,Firearms
1469,6,1,2,26.396678,85.662752,Armed Assault,19,Transportation,5,Firearms
1470,6,1,2,34.526179,74.254614,Armed Assault,4,Military,5,Firearms
1471,6,1,3,26.527761,91.723431,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1472,6,1,2,33.683444,75.21956800000002,Armed Assault,4,Military,5,Firearms
1473,6,1,1,34.332536,74.381473,Assassination,14,Private Citizens & Property,5,Firearms
1474,6,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1475,6,1,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
1476,6,1,1,34.083658,74.797368,Assassination,2,Government (General),5,Firearms
1477,7,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1478,7,1,2,34.083658,74.797368,Armed Assault,3,Police,5,Firearms
1479,7,1,1,30.966064000000006,76.523162,Assassination,14,Private Citizens & Property,5,Firearms
1480,7,1,3,31.864464,74.955923,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1481,7,1,1,30.733315,76.779418,Assassination,2,Government (General),5,Firearms
1482,7,1,1,30.954424,74.612085,Assassination,3,Police,5,Firearms
1483,7,1,2,18.244363,76.143558,Armed Assault,3,Police,5,Firearms
1484,7,1,2,31.147131,75.34121800000001,Armed Assault,3,Police,5,Firearms
1485,7,1,2,30.34,76.38,Armed Assault,8,Educational Institution,5,Firearms
1486,7,1,6,31.147131,75.34121800000001,Hostage Taking (Kidnapping),3,Police,5,Firearms
1487,7,1,1,31.147131,75.34121800000001,Assassination,3,Police,5,Firearms
1488,7,1,2,32.402643,76.495346,Armed Assault,3,Police,5,Firearms
1489,7,1,6,26.200605,92.937574,Hostage Taking (Kidnapping),1,Business,5,Firearms
1490,7,1,3,34.083658,74.797368,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1491,7,1,3,34.083658,74.797368,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1492,7,1,3,34.083658,74.797368,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1493,7,1,3,34.083658,74.797368,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1494,7,1,2,31.227942,74.99247199999998,Armed Assault,3,Police,5,Firearms
1495,7,1,3,32.726602,74.857026,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1496,7,1,2,32.371697999999995,75.522909,Armed Assault,3,Police,5,Firearms
1497,7,1,2,32.032186,75.03044799999998,Armed Assault,4,Military,5,Firearms
1498,7,1,1,31.274842,76.703887,Assassination,1,Business,5,Firearms
1499,7,1,1,31.274842,76.703887,Assassination,1,Business,5,Firearms
1500,7,1,3,17.92,77.519722,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1501,7,1,3,15.317278,75.713889,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1502,7,1,2,19.180291,78.464407,Armed Assault,3,Police,5,Firearms
1503,7,1,2,34.344282,74.202524,Armed Assault,3,Police,5,Firearms
1504,7,1,6,31.771701,75.104404,Hostage Taking (Kidnapping),4,Military,5,Firearms
1505,7,1,1,30.733315,76.779418,Assassination,2,Government (General),5,Firearms
1506,7,1,1,34.083658,74.797368,Assassination,8,Educational Institution,5,Firearms
1507,7,1,1,33.592696999999994,75.165839,Assassination,14,Private Citizens & Property,5,Firearms
1508,7,1,1,34.526179,74.254614,Assassination,14,Private Citizens & Property,5,Firearms
1509,7,1,1,26.921496,94.757245,Assassination,2,Government (General),5,Firearms
1510,7,1,1,30.954424,74.612085,Assassination,14,Private Citizens & Property,5,Firearms
1511,7,1,2,30.210994,74.945474,Armed Assault,15,Religious Figures/Institutions,5,Firearms
1512,7,1,2,34.285858000000005,74.461454,Armed Assault,3,Police,5,Firearms
1513,7,1,3,34.110291,74.668499,Bombing/Explosion,16,Telecommunication,6,Explosives/Bombs/Dynamite
1514,7,1,6,33.733336,75.148983,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
1515,7,1,1,34.230705,74.647311,Assassination,14,Private Citizens & Property,5,Firearms
1516,7,1,1,34.286763,74.462401,Assassination,8,Educational Institution,5,Firearms
1517,7,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1518,7,1,1,27.452735,95.001346,Assassination,3,Police,5,Firearms
1519,7,1,2,34.526179,74.254614,Armed Assault,3,Police,5,Firearms
1520,8,1,1,34.083658,74.797368,Assassination,1,Business,5,Firearms
1521,8,1,2,,,Armed Assault,3,Police,5,Firearms
1522,8,0,1,15.035369,77.28146,Assassination,3,Police,5,Firearms
1523,8,1,3,29.969512,76.878282,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1524,8,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),1,Business,5,Firearms
1525,8,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1526,8,1,1,31.633979,74.872264,Assassination,2,Government (General),5,Firearms
1527,8,1,3,28.658188,77.22740300000002,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1528,8,1,3,31.147131,75.34121800000001,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1529,8,1,3,28.658188,77.22740300000002,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1530,8,1,3,25.92,82.2,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1531,8,1,6,31.633979,74.872264,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
1532,8,0,1,33.733336,75.148983,Assassination,3,Police,5,Firearms
1533,9,1,3,26.437252,91.62011,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1534,9,1,6,15.9129,79.739988,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1535,9,1,6,15.9129,79.739988,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1536,9,1,6,15.9129,79.739988,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1537,9,1,3,32.726602,74.857026,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1538,9,1,9,34.264018,74.901055,Unknown,3,Police,13,Unknown
1539,9,1,3,31.207448,74.641296,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1540,9,1,2,22.300771,70.74807,Armed Assault,19,Transportation,5,Firearms
1541,9,1,9,31.628179,74.799221,Unknown,3,Police,13,Unknown
1542,9,1,1,32.040763,75.401886,Assassination,14,Private Citizens & Property,5,Firearms
1543,9,1,1,,,Assassination,14,Private Citizens & Property,5,Firearms
1544,9,1,2,30.900965000000006,75.857276,Armed Assault,3,Police,5,Firearms
1545,9,1,2,34.285858000000005,74.461454,Armed Assault,3,Police,5,Firearms
1546,9,1,3,19.075984,72.877656,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1547,9,1,1,31.597372,74.83842800000002,Assassination,14,Private Citizens & Property,5,Firearms
1548,9,1,3,31.326015,75.576183,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1549,9,1,3,31.448943,74.925262,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1550,10,1,7,25.096074,85.313119,Facility/Infrastructure Attack,19,Transportation,8,Incendiary
1551,10,1,2,31.757399,74.953026,Armed Assault,3,Police,5,Firearms
1552,10,1,3,28.658188,77.22740300000002,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1553,10,1,2,17.385044,78.486671,Armed Assault,19,Transportation,8,Incendiary
1554,10,1,7,34.083658,74.797368,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary
1555,10,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1556,10,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1557,10,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1558,10,1,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1559,10,1,1,34.083658,74.797368,Assassination,1,Business,5,Firearms
1560,10,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1561,10,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
1562,10,1,3,30.954424,74.612085,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1563,10,1,2,26.329008,91.005433,Armed Assault,1,Business,5,Firearms
1564,10,1,2,,,Armed Assault,3,Police,5,Firearms
1565,10,1,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,5,Firearms
1566,10,1,2,31.8186,75.2028,Armed Assault,4,Military,5,Firearms
1567,10,1,2,30.733315,76.779418,Armed Assault,14,Private Citizens & Property,5,Firearms
1568,10,1,1,32.040763,75.401886,Assassination,14,Private Citizens & Property,5,Firearms
1569,11,1,2,,,Armed Assault,4,Military,5,Firearms
1570,11,1,3,32.264338,75.642112,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1571,11,1,2,25.019228,85.874209,Armed Assault,3,Police,5,Firearms
1572,11,1,2,30.678,75.827,Armed Assault,3,Police,5,Firearms
1573,11,1,2,32.040763,75.401886,Armed Assault,14,Private Citizens & Property,5,Firearms
1574,11,1,2,34.083658,74.797368,Armed Assault,4,Military,5,Firearms
1575,11,1,4,31.633979,74.872264,Hijacking,19,Transportation,5,Firearms
1576,11,1,4,22.572646,88.363895,Hijacking,6,Airports & Aircraft,5,Firearms
1577,11,1,2,30.672393,74.755048,Armed Assault,14,Private Citizens & Property,5,Firearms
1578,11,1,1,31.633979,74.872264,Assassination,14,Private Citizens & Property,5,Firearms
1579,11,1,1,30.954424,74.612085,Assassination,14,Private Citizens & Property,5,Firearms
1580,11,1,1,30.210994,74.945474,Assassination,14,Private Citizens & Property,5,Firearms
1581,11,1,2,26.200605,92.937574,Armed Assault,3,Police,5,Firearms
1582,11,1,3,26.179222,91.753346,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1583,11,1,1,31.534899,75.91057099999998,Assassination,14,Private Citizens & Property,5,Firearms
1584,11,1,1,31.448943,74.925262,Assassination,3,Police,6,Explosives/Bombs/Dynamite
1585,11,1,6,11.127123,78.656894,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1586,11,1,3,26.590179,85.49426700000002,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1587,11,1,2,31.326015,75.576183,Armed Assault,14,Private Citizens & Property,5,Firearms
1588,11,0,3,28.658188,77.22740300000002,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1589,11,1,1,30.900965000000006,75.857276,Assassination,14,Private Citizens & Property,5,Firearms
1590,11,1,2,31.200657,74.787832,Armed Assault,4,Military,5,Firearms
1591,12,1,1,32.040763,75.401886,Assassination,3,Police,5,Firearms
1592,12,1,1,30.79503,75.476073,Assassination,2,Government (General),5,Firearms
1593,12,1,2,19.075984,72.877656,Armed Assault,3,Police,5,Firearms
1594,12,1,6,17.973356,79.59996,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
1595,12,1,1,19.075984,72.877656,Assassination,3,Police,5,Firearms
1596,12,1,1,32.040763,75.401886,Assassination,3,Police,5,Firearms
1597,12,1,1,30.733315,76.779418,Assassination,10,Journalists & Media,5,Firearms
1598,12,1,2,34.083658,74.797368,Armed Assault,3,Police,5,Firearms
1599,12,1,1,34.216496,74.77194300000002,Assassination,2,Government (General),5,Firearms
1600,12,1,1,30.7775,75.362222,Assassination,3,Police,5,Firearms
1601,1,1,2,23.332078,86.365208,Armed Assault,3,Police,5,Firearms
1602,1,1,6,30.900965000000006,75.857276,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
1603,1,1,2,25.096074,85.313119,Armed Assault,3,Police,5,Firearms
1604,1,1,2,34.208589,74.418642,Armed Assault,4,Military,5,Firearms
1605,1,1,3,28.658188,77.22740300000002,Bombing/Explosion,6,Airports & Aircraft,6,Explosives/Bombs/Dynamite
1606,1,1,3,28.632381,77.220004,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
1607,1,1,3,28.658188,77.22740300000002,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1608,1,1,1,30.245796,75.842072,Assassination,2,Government (General),5,Firearms
1610,1,1,1,33.733336,75.148983,Assassination,14,Private Citizens & Property,5,Firearms
1611,1,0,1,30.672393,74.755048,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1612,1,1,2,34.286763,74.462401,Armed Assault,4,Military,5,Firearms
1613,1,1,2,34.083658,74.797368,Armed Assault,4,Military,5,Firearms
1614,1,1,3,28.658188,77.22740300000002,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1615,1,1,2,31.608188,75.863563,Armed Assault,18,Tourists,5,Firearms
1616,1,1,1,28.984462,77.706414,Assassination,2,Government (General),5,Firearms
1617,1,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1618,1,1,2,33.644991,75.01803100000002,Armed Assault,3,Police,5,Firearms
1619,1,1,3,34.083658,74.797368,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1620,1,1,2,31.608188,75.863563,Armed Assault,19,Transportation,5,Firearms
1621,1,1,6,30.7775,75.362222,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
1622,2,0,1,30.900965000000006,75.857276,Assassination,3,Police,6,Explosives/Bombs/Dynamite
1623,2,1,3,34.083658,74.797368,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1624,2,1,2,34.286763,74.462401,Armed Assault,4,Military,5,Firearms
1625,2,1,3,21.073964,80.437692,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1626,2,1,3,26.846694,80.946166,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1627,2,1,8,9.931233,76.26730400000002,Unarmed Assault,7,Government (Diplomatic),9,Melee
1628,2,1,3,30.55934,76.699191,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
1629,2,1,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1630,2,1,3,34.083658,74.797368,Bombing/Explosion,7,Government (Diplomatic),6,Explosives/Bombs/Dynamite
1631,2,1,6,34.083658,74.797368,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
1632,3,1,2,31.757399,74.953026,Armed Assault,3,Police,5,Firearms
1633,3,1,3,28.632381,77.220004,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1634,3,1,3,28.632381,77.220004,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1635,3,0,3,30.900965000000006,75.857276,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1636,3,0,1,31.147131,75.34121800000001,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1637,3,1,2,,,Armed Assault,14,Private Citizens & Property,5,Firearms
1638,3,1,3,32.726602,74.857026,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
1639,3,1,2,30.733315,76.779418,Armed Assault,1,Business,5,Firearms
1640,3,1,3,28.632381,77.220004,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
1641,3,1,3,28.632381,77.220004,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1642,3,0,1,30.900965000000006,75.857276,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
1643,3,1,1,34.083658,74.797368,Assassination,3,Police,5,Firearms
1644,3,1,1,34.526179,74.254614,Assassination,14,Private Citizens & Property,5,Firearms
1645,3,1,2,33.871517,74.89955,Armed Assault,3,Police,5,Firearms
1646,3,1,2,34.016667,74.918056,Armed Assault,3,Police,5,Firearms
1647,3,1,2,34.0,78.0,Armed Assault,3,Police,5,Firearms
1648,3,1,6,33.778175,76.576171,Hostage Taking (Kidnapping),1,Business,5,Firearms
1649,4,1,3,31.633979,74.872264,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
1650,4,1,3,32.726602,74.857026,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1651,4,0,3,31.633979,74.872264,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1652,4,1,3,31.560363,75.028988,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
1653,4,1,3,31.633979,74.872264,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
1654,4,1,2,31.633979,74.872264,Armed Assault,3,Police,5,Firearms
1655,4,1,2,34.021244,74.72228199999998,Armed Assault,3,Police,5,Firearms
1656,4,1,3,31.956290000000006,75.61684100000002,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
