,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
10340,5,0,3,19.954121,81.147355,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10341,5,1,2,18.79776,80.81995699999997,Armed Assault,3,Police,5,Firearms
10342,5,0,3,23.078666,85.277777,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10343,5,1,3,24.80947,93.943233,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10344,5,1,2,30.900965000000006,75.857276,Armed Assault,15,Religious Figures/Institutions,5,Firearms
10345,5,1,3,24.251085,94.300678,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10346,5,0,2,19.205799,81.934448,Armed Assault,3,Police,5,Firearms
10347,5,1,3,26.434649,90.865887,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
10348,5,1,3,19.725756,81.233632,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
10349,5,1,2,24.543551,93.967437,Armed Assault,4,Military,6,Explosives/Bombs/Dynamite
10350,5,1,5,22.451384,86.589276,Hostage Taking (Barricade Incident),19,Transportation,5,Firearms
10352,5,1,2,23.482927,84.44645600000003,Armed Assault,1,Business,5,Firearms
10353,5,1,7,18.505896,81.554158,Facility/Infrastructure Attack,9,Food or Water Supply,13,Unknown
10354,5,0,3,24.016958,85.753847,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10355,5,1,2,18.845263,81.159827,Armed Assault,3,Police,6,Explosives/Bombs/Dynamite
10356,5,1,2,18.875544,81.15177,Armed Assault,3,Police,6,Explosives/Bombs/Dynamite
10357,5,0,3,23.07976,85.279323,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10358,5,1,7,24.285466,87.242168,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
10359,5,1,3,24.078081,94.019729,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10360,5,0,3,23.755579,84.35420500000002,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10361,5,0,3,24.795452,84.999431,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
10362,5,1,2,34.110815,74.802648,Armed Assault,3,Police,5,Firearms
10363,5,1,2,34.056402,74.787044,Armed Assault,3,Police,5,Firearms
10364,5,1,6,24.555765,86.396423,Hostage Taking (Kidnapping),3,Police,9,Melee
10365,5,0,3,34.19905,74.34995,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10366,5,1,3,22.449504,88.391116,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10367,5,1,3,19.813382,85.831466,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10368,5,0,3,22.24406,68.968308,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
10369,5,1,2,33.883087,74.88144100000002,Armed Assault,2,Government (General),5,Firearms
10370,5,1,6,34.435334999999995,74.12453000000002,Hostage Taking (Kidnapping),4,Military,5,Firearms
10371,5,1,1,24.441814,84.395611,Assassination,14,Private Citizens & Property,5,Firearms
10372,5,1,6,19.219425,81.989993,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
10373,5,1,3,29.980529,76.88989000000002,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
10374,5,1,3,19.887184,85.81420200000002,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
10375,5,1,3,33.946933,74.927891,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10376,5,1,3,24.782971,94.129474,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
10377,5,1,6,23.12875,84.469595,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
10378,5,1,3,19.496873,80.276733,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10379,5,1,2,19.590641,81.666614,Armed Assault,14,Private Citizens & Property,5,Firearms
10380,5,1,8,33.308936,75.18226,Unarmed Assault,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
10381,5,1,6,23.192003,84.52221899999998,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
10382,5,0,3,24.341929,93.698157,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10383,5,1,7,19.169504,83.419562,Facility/Infrastructure Attack,1,Business,8,Incendiary
10384,5,1,3,22.130023,88.499993,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10385,5,1,3,18.802456,81.141035,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
10386,5,0,6,25.611,85.14399999999998,Hostage Taking (Kidnapping),10,Journalists & Media,9,Melee
10387,5,0,3,24.442199,84.395234,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10388,5,1,3,24.851851,87.23228399999998,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10389,5,1,6,23.191143,84.29563,Hostage Taking (Kidnapping),3,Police,5,Firearms
10390,5,1,2,24.795452,85.003001,Armed Assault,1,Business,5,Firearms
10391,5,1,6,19.412915,80.584316,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
10392,5,0,3,19.496873,80.276733,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10393,6,1,2,26.564511,78.78825400000002,Armed Assault,2,Government (General),5,Firearms
10394,6,0,3,19.597044,80.227096,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10395,6,1,2,33.789448,75.099664,Armed Assault,4,Military,5,Firearms
10396,6,0,2,30.384423,74.47994399999997,Armed Assault,14,Private Citizens & Property,5,Firearms
10397,6,1,2,33.73097,75.148597,Armed Assault,3,Police,5,Firearms
10398,6,1,2,25.17121,93.972709,Armed Assault,14,Private Citizens & Property,5,Firearms
10399,6,1,3,9.925536,78.119377,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10400,6,1,1,20.317241,81.269729,Assassination,2,Government (General),5,Firearms
10401,6,1,3,18.845629,81.38203100000001,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10402,6,1,3,18.798609,80.526115,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
10403,6,0,2,34.083671,74.797283,Armed Assault,3,Police,5,Firearms
10404,6,0,3,19.595851,81.663777,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10405,6,0,3,22.446066,88.371309,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
10406,6,1,3,24.642356,94.000497,Bombing/Explosion,16,Telecommunication,6,Explosives/Bombs/Dynamite
10407,6,1,3,24.795919,93.919459,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
10408,6,0,3,20.079818,81.589648,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
10409,6,1,6,19.877166,75.343336,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
